시도명,시군구명,행정동,어린이집코드,어린이집명,운영현황,어린이집유형,어린이집특성,우편번호,상세주소,전화번호,아동정원수,아동현원수,보육교직원현원,보육실수,보육실면적,놀이터수,위도,경도,통학차량운영여부,인가일자,CCTV설치수,데이터기준일자
경상남도,진주시,판문동,48170000079,리븐스바움어린이집,Y,민간,일반,52649,경상남도 진주시 진양호로97번길 19-9 (평거동),055-743-7556,171,82,21,15,472,2,35.16873499,128.0495523,Y,2003-11-03,2,2024-04-02
경상남도,진주시,상대동,48170000087,민들레재능어린이집,Y,민간,장애아통합 야간연장 24시간,52775,경상남도 진주시 대신로308번길 21-2 (상대동),055-755-7110,79,41,19,6,266,2,35.1881511,128.1192813,Y,1998-02-15,2,2024-04-02
경상남도,진주시,일반성면,48170000089,반성어린이집,Y,국공립,일반,52616,경상남도 진주시 일반성면 창촌길70번길 5,055-754-6563,34,27,9,4,120,1,35.17151249,128.2819794,Y,1981-03-10,1,2024-04-02
경상남도,진주시,평거동,48170000090,빛초롱어린이집,A,가정,일반,52697,경상남도 진주시 석갑로 58 306동 101호 (신안동  주공3차아파트),055-744-7722,13,9,5,4,42,0,35.17766765,128.0658213,Y,2003-07-10,0,2024-04-02
경상남도,진주시,하대동,48170000093,궁전키즈스쿨어린이집,Y,민간,야간연장,52761,경상남도 진주시 선학산길59번길 22-17 (하대동),055-756-3330,300,257,35,16,796,2,35.18915466,128.1084482,Y,1997-01-25,2,2024-04-02
경상남도,진주시,금산면,48170000101,둘리라창의어린이집,Y,민간,일반,52631,경상남도 진주시 금산면 금산순환로22번길 17 (금산흥한골든빌),055-762-9737,230,136,26,13,865,1,35.18898055,128.1598458,Y,2003-01-10,1,2024-04-02
경상남도,진주시,천전동,48170000104,갈릴리어린이집,Y,민간,일반,52713,경상남도 진주시 천수로 141 (망경동),055-758-8085,39,0,1,4,176,0,35.17679419,128.0859787,Y,2000-02-29,0,2024-04-02
경상남도,진주시,이현동,48170000112,성심 어린이집,Y,민간,일반,52675,경상남도 진주시 석갑로173번길 5-2 (이현동),055-742-6609,30,7,3,3,73,0,35.18545851,128.06295,N,1996-02-17,0,2024-04-02
경상남도,진주시,초장동,48170000115,푸르지오키즈스쿨어린이집,Y,민간,일반,52735,경상남도 진주시 초장로14번길 27 관리동 (초전동  진주초전푸르지오1단지),055-757-4475,46,14,8,6,146,0,35.20385028,128.1138415,Y,1998-08-01,0,2024-04-02
경상남도,진주시,하대동,48170000116,세계로어린이집,Y,민간,야간연장,52771,경상남도 진주시 도동로215번길 17 (하대동),055-752-0859,90,66,16,7,360,1,35.18937688,128.1203624,Y,1996-03-19,1,2024-04-02
경상남도,진주시,상대동,48170000120,명화어린이집,Y,민간,일반,52786,경상남도 진주시 선학산길 13 (상대동),055-762-0323,39,15,7,5,130,0,35.18368859,128.1081917,Y,1999-09-29,0,2024-04-02
경상남도,진주시,금산면,48170000126,푸른꿈어린이집,Y,민간,일반,52625,경상남도 진주시 금산면 금산순환로 582,055-755-2580,96,66,15,6,239,1,35.21630623,128.1559308,Y,2004-12-24,1,2024-04-02
경상남도,진주시,판문동,48170000129,참사랑 어린이집,Y,민간,일반,52649,경상남도 진주시 진양호로115번길 29-1 (평거동),055-745-6771,66,43,12,5,172,2,35.16996051,128.0505992,Y,2002-02-07,2,2024-04-02
경상남도,진주시,초장동,48170000137,동화나라어린이집,Y,민간,일반,52735,경상남도 진주시 초장로14번길 29 관리동(초전동  진주초전푸르지오2단지,055-755-5058,45,18,8,5,124,0,35.20783249,128.1119116,Y,2003-05-14,0,2024-04-02
경상남도,진주시,평거동,48170000147,햇살가득대경어린이집,A,민간,일반,52700,경상남도 진주시 진양호로 254 관리동 (평거동  들말대경아파트),055-747-7881,33,29,10,6,100,0,35.17508741,128.0631434,Y,2005-11-29,0,2024-04-02
경상남도,진주시,하대동,48170000155,삐아제리틀스쿨어린이집,Y,민간,일반,52767,경상남도 진주시 도동천로 295 (하대동),055-762-3113,39,25,9,7,214,1,35.19307993,128.1257212,Y,1997-03-10,1,2024-04-02
경상남도,진주시,하대동,48170000167,예람어린이집,Y,민간,야간연장,52768,경상남도 진주시 도동로247번길 7 (하대동),055-753-4933,49,42,13,5,108,1,35.19234726,128.1211102,Y,1999-01-13,1,2024-04-02
경상남도,진주시,평거동,48170000174,소원어린이집,A,민간,일반,52678,경상남도 진주시 순환로573번길 20 (평거동),055-745-5768,99,88,19,6,405,3,35.17351546,128.0573828,Y,1999-10-22,3,2024-04-02
경상남도,진주시,하대동,48170000175,고두방어린이집,Y,민간,일반,52780,경상남도 진주시 도동로178번길 14-4 (하대동),055-753-1496,49,35,9,8,166,0,35.18598789,128.1235461,Y,1999-03-11,0,2024-04-02
경상남도,진주시,평거동,48170000184,이화어린이집,Y,민간,일반,52698,경상남도 진주시 신안들말길 17 관리동(신안동  신안1차주공아파트),055-748-0290,35,22,7,4,144,0,35.17858971,128.0693252,Y,1996-09-25,0,2024-04-02
경상남도,진주시,상대동,48170000190,참빛어린이집,Y,민간,일반,52785,경상남도 진주시 모덕로117번길 8-7 (상대동),055-757-4744,34,14,7,4,90,0,35.18364121,128.1117304,Y,1999-09-22,0,2024-04-02
경상남도,진주시,가호동,48170000192,그린빌숲속 어린이집,Y,가정,일반,52829,경상남도 진주시 내동로348번길 10 101동 104호(가좌동  가좌그린빌주공1차아파트),055-757-7942,19,0,1,4,64,0,35.14976394,128.1019161,N,2010-05-04,0,2024-04-02
경상남도,진주시,천전동,48170000199,꿈있는어린이집,Y,가정,야간연장,52718,경상남도 진주시 진주대로 805 108동 101호(주약동  현대아파트),055-761-5678,20,16,8,4,62,0,35.17187601,128.0932203,Y,2004-04-16,0,2024-04-02
경상남도,진주시,상대동,48170000201,시청어린이집,Y,직장,일반,52789,경상남도 진주시 동진로 155 (상대동),055-749-7498,34,23,9,3,90,0,35.18027333,128.1088986,N,2001-05-02,0,2024-04-02
경상남도,진주시,평거동,48170000237,아이맘키즈어린이집,Y,민간,일반,52697,경상남도 진주시 신안들말길 47 (신안동),055-920-7979,27,16,6,5,97,0,35.19066979,128.0678201,Y,2007-11-12,0,2024-04-02
경상남도,진주시,금산면,48170000242,아기별어린이집,Y,가정,야간연장,52631,경상남도 진주시 금산면 금산로 123 114동 102호(금산흥한골든빌),055-761-9002,19,15,11,4,65,0,35.2150435,128.1858303,Y,2008-01-03,0,2024-04-02
경상남도,진주시,신안동,48170000245,자연아이어린이집,Y,민간,일반,52694,경상남도 진주시 신안로34번길 11-1 (신안동),055-743-0002,78,54,12,7,206,2,35.18215545,128.0714593,Y,2008-01-14,2,2024-04-02
경상남도,진주시,금산면,48170000248,리틀아인슈타인어린이집,Y,가정,일반,52627,경상남도 진주시 금산면 덕의길 11 201동 102호 (진주푸르지오2단지아파트),055-757-2091,20,11,5,4,56,0,35.21795012,128.1469133,Y,2008-02-01,0,2024-04-02
경상남도,진주시,상대동,48170000249,명화재능어린이집,Y,민간,일반,52786,경상남도 진주시 선학산길17번길 3 (상대동),055-756-0323,69,61,12,12,217,2,35.18385539,128.1081556,Y,2008-01-18,2,2024-04-02
경상남도,진주시,금산면,48170000252,해뜨는썬키즈스쿨어린이집,Y,민간,일반,52625,경상남도 진주시 금산면 금산순환로 536-7,055-754-5466,135,62,13,12,360,1,35.21895472,128.1593202,Y,2008-03-03,1,2024-04-02
경상남도,진주시,가호동,48170000257,대동미소어린이집,Y,민간,일반,52817,경상남도 진주시 가호로 17-10 올리움아파트 관리동 1층,055-752-7006,23,14,6,4,70,0,35.16313923,128.1114192,Y,2008-05-08,0,2024-04-02
경상남도,진주시,판문동,48170000259,꿈빛나무어린이집,Y,민간,일반,52649,경상남도 진주시 진양호로111번길 24 (평거동),055-745-7301,23,8,5,4,74,0,35.16935283,128.05087,N,2008-05-21,0,2024-04-02
경상남도,진주시,가호동,48170000263,꼬마세상어린이집,Y,가정,일반,52829,경상남도 진주시 내동로348번길 8 109동 105호(가좌동  가좌그린빌주공1차아파트),055-762-7937,20,13,5,4,68,0,35.14976394,128.1019161,Y,2008-06-23,0,2024-04-02
경상남도,진주시,이현동,48170000264,꼬마요정어린이집,Y,가정,일반,52667,경상남도 진주시 진주대로 1317 112동 102호(이현동  이현하이클래스웰가),055-748-0723,19,19,8,4,59,0,35.19336781,128.0572958,Y,2008-06-27,0,2024-04-02
경상남도,진주시,이현동,48170000265,이현웰가어린이집,Y,민간,일반,52667,경상남도 진주시 진주대로 1319 관리동 (이현동  이현하이클래스웰가),055-741-5003,39,13,5,4,116,0,35.19336781,128.0572958,Y,2008-08-01,0,2024-04-02
경상남도,진주시,금산면,48170000266,아이마을어린이집,Y,민간,일반,52627,경상남도 진주시 금산면 덕의길 15 107동 (진주푸르지오1단지아파트),055-758-8848,28,17,9,4,122,0,35.21912941,128.1453484,Y,2008-08-19,0,2024-04-02
경상남도,진주시,평거동,48170000268,연두빛어린이집,Y,가정,일반,52703,경상남도 진주시 새평거로 111 301동 101호 (평거동  평거휴먼시아3단지),055-747-3655,20,11,5,4,76,0,35.16986064,128.0594409,Y,2008-09-04,0,2024-04-02
경상남도,진주시,초장동,48170000269,햇빛놀이스쿨어린이집,Y,민간,일반,52737,경상남도 진주시 초전남로65번길 16 (초전동),055-753-7548,188,131,24,15,520,3,35.20182132,128.1117278,Y,2008-09-23,3,2024-04-02
경상남도,진주시,정촌면,48170000275,이솝어린이집,A,가정,야간연장,52845,경상남도 진주시 정촌면 삼일로106번길 8 114동102호 (정촌면 진주 정촌 대경파미르 아파트),055-748-8883,20,11,6,4,60,0,35.12673224,128.1013821,Y,2009-01-06,0,2024-04-02
경상남도,진주시,금산면,48170000282,산새소리어린이집,Y,민간,일반,52625,경상남도 진주시 금산면 금산순환로 168-1,055-761-7997,99,41,13,10,410,1,35.22769625,128.1520812,Y,2009-02-26,1,2024-04-02
경상남도,진주시,상평동,48170000284,미소아이어린이집,Y,가정,야간연장,52808,경상남도 진주시 공단로 26 104동 101호(상평동  상평동동일스위트아파트),055-755-2772,20,15,8,4,84,0,35.17437656,128.1032664,Y,2009-03-03,0,2024-04-02
경상남도,진주시,상평동,48170000287,선아산어린이집,A,가정,일반,52808,경상남도 진주시 공단로 26 103동 101호(상평동  상평동동일스위트아파트),055-756-3677,19,4,2,4,62,0,35.17437656,128.1032664,N,2009-03-31,0,2024-04-02
경상남도,진주시,천전동,48170000288,크니크니어린이집,Y,가정,일반,52728,경상남도 진주시 진주대로 798 105동 101호(주약동  금호석류마을),055-762-5911,19,14,6,4,61,0,35.17267789,128.0960405,N,2009-03-31,0,2024-04-02
경상남도,진주시,상평동,48170000300,푸르니어린이집,Y,민간,일반,52808,경상남도 진주시 공단로 30 관리동(상평동  상평동일스위트아파트),055-755-9772,35,13,7,5,105,0,35.17437656,128.1032664,Y,2009-08-26,0,2024-04-02
경상남도,진주시,상봉동,48170000306,리틀팅커벨어린이집,Y,가정,일반,52661,경상남도 진주시 진주대로1208번길 16 3동 103호(상봉동  상봉한주타운),055-748-5597,17,3,3,3,53,0,35.19574899,128.0718109,Y,2009-12-02,0,2024-04-02
경상남도,진주시,가호동,48170000307,아이랑어린이집,Y,가정,일반,52829,경상남도 진주시 내동로348번길 8 106동 104호(가좌동  가좌그린빌주공1차아파트),055-756-0076,19,0,2,4,61,0,35.14976394,128.1019161,Y,2009-12-23,0,2024-04-02
경상남도,진주시,금산면,48170000314,위브코코어린이집,Y,민간,일반,52626,경상남도 진주시 금산면 중장로154번길 49 관리동 (진주금산두산위브),055-757-6200,30,0,2,4,85,0,35.22154782,128.1496739,Y,2010-01-09,0,2024-04-02
경상남도,진주시,판문동,48170000384,비아이에스어린이집,Y,민간,일반,52649,경상남도 진주시 진양호로125번길 22-28 (평거동),055-747-6008,207,72,16,11,696,1,35.17254909,128.0514242,Y,2010-02-22,1,2024-04-02
경상남도,진주시,신안동,48170000388,현대어린이집,Y,민간,일반,52694,경상남도 진주시 신안로 72 (신안동),055-745-4141,80,34,10,7,258,1,35.18010123,128.0664422,Y,2010-03-13,1,2024-04-02
경상남도,진주시,천전동,48170000389,베스트베이비어린이집,Y,가정,일반,52712,경상남도 진주시 망경로 234-5 106동 101호(망경동  망경한보타운),055-759-6943,20,9,6,4,68,0,35.18241368,128.0794829,Y,2010-03-19,0,2024-04-02
경상남도,진주시,초장동,48170000396,지니어스어린이집,Y,가정,일반,52735,경상남도 진주시 초장로14번길 29 207동 101호 (초전동  진주초전푸르지오2단지),055-762-1028,20,9,5,4,81,0,35.2079985,128.1120834,Y,2010-04-19,0,2024-04-02
경상남도,진주시,내동면,48170000401,꼬마대통령어린이집,Y,민간,일반,52849,경상남도 진주시 내동면 순환로 425-61 관리동,055-753-7151,31,25,9,4,97,0,35.16246287,128.0663433,Y,2010-04-30,0,2024-04-02
경상남도,진주시,금산면,48170000412,꼬마아띠어린이집,A,가정,일반,52626,경상남도 진주시 금산면 중장로154번길 47 112동 101호 (진주금산두산위브),055-758-5370,20,13,7,4,85,0,35.22154782,128.1496739,Y,2010-06-29,0,2024-04-02
경상남도,진주시,금산면,48170000414,베베피아어린이집,Y,가정,야간연장,52631,경상남도 진주시 금산면 금산로 123 115동 103호(금산흥한골든빌),055-762-7897,17,9,6,4,53,0,35.21496675,128.1859125,Y,2010-07-06,0,2024-04-02
경상남도,진주시,가호동,48170000417,웃는아이어린이집,Y,가정,일반,52829,경상남도 진주시 내동로348번길 8 102동 101호(가좌동  가좌그린빌주공1차아파트),055-757-0288,15,11,5,4,53,0,35.14976394,128.1019161,Y,2010-08-12,0,2024-04-02
경상남도,진주시,문산읍,48170000418,숲속코아루어린이집,Y,가정,일반,52835,경상남도 진주시 문산읍 월아산로1117번길 5 106동 204호 (진주문산코아루아파트),055-763-7736,20,10,3,4,70,0,35.17047643,128.1608075,Y,2010-08-24,0,2024-04-02
경상남도,진주시,문산읍,48170000421,딸기어린이집,Y,가정,일반,52835,경상남도 진주시 문산읍 월아산로 1089-8 102동 204호 (진주문산코아루아파트),055-763-2024,20,17,7,4,69,0,35.17047643,128.1608075,Y,2010-09-06,0,2024-04-02
경상남도,진주시,천전동,48170000422,사랑맘어린이집,Y,민간,일반,52718,경상남도 진주시  진주대로815번길 11 1층 관리동,055-758-3247,31,24,10,4,89,0,35.17192558,128.09321,Y,2010-09-13,0,2024-04-02
경상남도,진주시,이현동,48170000425,마루키즈어린이집,Y,가정,일반,52653,경상남도 진주시 나불로21번길 110 (이현동),055-741-5884,18,11,5,3,63,0,35.20209668,128.0483425,Y,2010-09-28,0,2024-04-02
경상남도,진주시,금산면,48170000435,애플키즈스쿨어린이집,Y,민간,일반,52628,경상남도 진주시 금산면 중장로 42,055-761-7674,93,74,19,8,250,1,35.2143695,128.1393511,Y,2010-11-29,1,2024-04-02
경상남도,진주시,신안동,48170000442,한들어린이집,Y,민간,일반,52696,경상남도 진주시 평거로139번길 5 어린이집동 (신안동  신안흥한타운2차아파트),055-747-3640,160,135,23,8,443,1,35.18120524,128.0681772,Y,2010-12-24,1,2024-04-02
경상남도,진주시,내동면,48170000445,영리더스쿨어린이집,Y,민간,일반,52849,경상남도 진주시 내동면 내동로219번길 15-22,055-746-7664,156,84,16,11,430,1,35.15429988,128.0894959,Y,2011-01-31,1,2024-04-02
경상남도,진주시,문산읍,48170000450,문산꼬마세상어린이집,Y,가정,일반,52834,경상남도 진주시 문산읍 월아산로1048번길 15 106동 101호 (진주문산파란채아파트),055-752-8883,19,13,5,4,84,1,35.16540913,128.165733,Y,2011-03-02,1,2024-04-02
경상남도,진주시,하대동,48170000454,좋은나무어린이집,Y,민간,일반,52741,경상남도 진주시 하대로34번길 14 (하대동),055-763-0023,95,42,16,9,251,2,35.19285974,128.1141347,Y,2011-03-14,2,2024-04-02
경상남도,진주시,문산읍,48170000455,문산어린이집,Y,국공립,일반,52839,경상남도 진주시 문산읍 월아산로 999-12,055-756-8900,78,73,15,5,207,2,35.16108011,128.1633137,Y,2011-03-08,2,2024-04-02
경상남도,진주시,신안동,48170000456,꼬마사랑숲 어린이집,Y,가정,일반,52694,경상남도 진주시 천수로 315 103동 101호 (신안동  현대아파트),055-742-1627,17,12,6,4,62,0,35.18435283,128.0712111,Y,2011-03-22,0,2024-04-02
경상남도,진주시,상봉동,48170000458,베베어린이집,Y,가정,일반,52656,경상남도 진주시 상봉대룡길 18 105동 101호 (상봉동  화인아파트),055-745-3582,16,6,4,4,65,0,35.20218617,128.0684117,Y,2011-04-22,0,2024-04-02
경상남도,진주시,평거동,48170000463,휴먼시아키즈어린이집,Y,민간,일반,52703,경상남도 진주시 새평거로 111 관리동 (평거동  평거휴먼시아3단지),055-763-7942,32,9,6,5,111,0,35.16980368,128.0591499,Y,2011-10-07,0,2024-04-02
경상남도,진주시,판문동,48170000464,휴먼시아어린이집,Y,민간,야간연장,52704,경상남도 진주시 새평거로 75 관리동 (평거동  평거휴먼시아4단지),055-755-2219,39,15,7,5,132,0,35.16814223,128.0555769,Y,2011-10-07,0,2024-04-02
경상남도,진주시,판문동,48170000466,아이몬테소리어린이집,Y,가정,일반,52704,경상남도 진주시 새평거로 75 409동101호(평거동 평거휴먼시아4단지),055-747-2310,20,13,8,3,67,0,35.16771068,128.0550401,Y,2011-10-13,0,2024-04-02
경상남도,진주시,판문동,48170000467,아이노리어린이집,Y,가정,일반,52704,경상남도 진주시 새평거로 75 404동 104호 (평거동  평거휴먼시아4단지),055-754-7953,20,17,7,4,120,0,35.17801009,128.0615131,Y,2011-10-13,0,2024-04-02
경상남도,진주시,판문동,48170000468,미소지은어린이집,Y,가정,일반,52704,경상남도 진주시 새평거로 75 413동 101호 (평거동  평거휴먼시아4단지),055-747-1210,20,9,7,4,80,0,35.16771068,128.0550401,Y,2011-10-13,0,2024-04-02
경상남도,진주시,충무공동,48170000474,꼬마나무어린이집,Y,가정,일반,52855,경상남도 진주시 사들로 35 801동 102호 (충무공동  LH아파트8단지),055-757-1771,20,0,1,4,113,0,35.17650168,128.1143247,Y,2011-10-27,0,2024-04-02
경상남도,진주시,평거동,48170000479,들말한보어린이집,Y,가정,일반,52701,경상남도 진주시 평거로39번길 9 102동 102호 (평거동  들말한보타운),055-747-5707,13,4,3,3,59,0,35.17454938,128.0631279,Y,2011-12-28,0,2024-04-02
경상남도,진주시,평거동,48170000481,해오름어린이집,Y,가정,일반,52698,경상남도 진주시 신안들말길 17 105동 101호 (신안동  주공1차아파트),055-746-8522,19,16,6,4,84,0,35.17799126,128.0698118,Y,2012-01-13,0,2024-04-02
경상남도,진주시,가호동,48170000482,미래키즈어린이집,A,민간,일반,52819,경상남도 진주시 호탄길9번길 8 (호탄동),055-753-2207,29,0,1,4,115,0,35.16236924,128.115515,N,2012-02-03,0,2024-04-02
경상남도,진주시,가호동,48170000490,그린빌창의어린이집,Y,민간,야간연장,52829,경상남도 진주시 내동로348번길 10 (가좌동  가좌그린빌주공1차아파트),055-753-9338,60,44,14,5,195,1,35.1490225,128.1016481,Y,2012-03-02,1,2024-04-02
경상남도,진주시,평거동,48170000497,솜사탕어린이집,Y,가정,일반,52697,경상남도 진주시 신안들말길 47 212동 105호 (신안동  주공2차아파트),055-746-3858,10,2,3,4,59,0,35.17881701,128.0678452,N,2012-04-13,0,2024-04-02
경상남도,진주시,초장동,48170000498,나비잠 어린이집,Y,가정,일반,52735,경상남도 진주시 초장로14번길 29 206동 103호 (초전동  진주초전프루지오2단지),055-920-6185,20,20,9,4,104,1,35.20647146,128.1115753,Y,2012-04-25,1,2024-04-02
경상남도,진주시,하대동,48170000501,보듬보담어린이집,Y,가정,일반,52765,경상남도 진주시 하대로 142 106동 106호(하대동  현대아파트),055-752-1554,19,12,6,4,85,0,35.19314076,128.1267971,Y,2012-05-09,0,2024-04-02
경상남도,진주시,판문동,48170000509,아이캐슬어린이집,Y,가정,일반,52704,경상남도 진주시 새평거로 75 412동 101호 (평거동  평거휴먼시아4단지),055-747-9940,20,17,7,3,66,0,35.16814399,128.0555765,Y,2012-08-13,0,2024-04-02
경상남도,진주시,금산면,48170000510,해피니스어린이집,Y,가정,야간연장,52633,경상남도 진주시 금산면 금산로 24 105동 102호 (진주금산 진흥 더 루벤스),055-756-1023,20,20,10,5,99,0,35.21311911,128.1411061,Y,2012-09-10,0,2024-04-02
경상남도,진주시,판문동,48170000511,아이든든어린이집,A,민간,일반,52704,경상남도 진주시 새평거로 70 관리동 (평거동  평거휴먼시아5단지),055-747-7090,35,16,8,5,237,0,35.16694823,128.053783,Y,2012-10-04,0,2024-04-02
